id,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,reviews_per_month,neighbourhood_cleansed,latitude,longitude
1299263750098508972,,Entire rental unit,Entire home/apt,334,46,within a few hours,79,0,,,Élysée,48.874254,2.3081058
1297098776025027363,,Entire rental unit,Entire home/apt,317,11,within an hour,99,35,4.91,3.7,Élysée,48.8710878,2.3078413
1302698857800521651,,Entire rental unit,Entire home/apt,292,184,within an hour,100,18,4.5,2.16,Élysée,48.8716002,2.3253723
1299142520420518640,,Entire rental unit,Entire home/apt,323,29,within a few hours,69,0,,,Élysée,48.87093226631831,2.316286772263485
1299146400486795379,,Entire rental unit,Entire home/apt,258,36,within an hour,100,2,5.0,0.4,Élysée,48.87017,2.3213
1303827693187247038,,Room in hotel,Private room,320,45,within an hour,100,3,5.0,0.38,Élysée,48.87115591728419,2.310014902083662
1304161166514585182,,Private room in rental unit,Private room,133,1,,,0,,,Élysée,48.87670915022113,2.303738228976588
1304187220066215836,,Entire rental unit,Entire home/apt,286,102,within an hour,100,0,,,Élysée,48.8712324,2.3083278
1303490442547957741,,Room in hotel,Private room,347,45,within an hour,100,20,4.9,2.54,Élysée,48.87223689781647,2.307817910697771
1303499542785783641,,Room in hotel,Private room,360,45,within an hour,100,6,5.0,0.85,Élysée,48.87104,2.3096
1301287484915362172,,Entire rental unit,Entire home/apt,335,90,within a day,74,0,,,Élysée,48.87673714737242,2.2998507555785674
1303597109114692998,,Entire rental unit,Entire home/apt,332,121,within an hour,100,11,4.73,1.4,Élysée,48.87495328351751,2.310657197819141
1303674009398073129,,Room in hotel,Private room,352,45,within an hour,100,10,5.0,1.57,Élysée,48.87082,2.30944
1304972815275099930,,Entire rental unit,Entire home/apt,134,1,within an hour,100,1,1.0,0.22,Élysée,48.876126563139856,2.303208964554208
1305824687845673893,,Entire rental unit,Entire home/apt,309,135,within an hour,100,41,4.9,4.46,Élysée,48.8690418,2.2989439
1308500614364749943,,Entire rental unit,Entire home/apt,0,137,within an hour,100,14,4.71,1.82,Élysée,48.872400171679104,2.305301597997571
1306318103268783782,,Entire rental unit,Entire home/apt,337,11,within a day,80,0,,,Élysée,48.875182635662895,2.3190911865230133
1308698544662556346,,Entire rental unit,Entire home/apt,364,1,within a day,100,8,4.5,0.94,Élysée,48.87076148030665,2.299329289378952
1308836268645549809,,Entire rental unit,Entire home/apt,338,816,within a day,87,0,,,Élysée,48.8673118,2.2997581
1309215137834795285,,Entire rental unit,Entire home/apt,316,8,within an hour,100,0,,,Élysée,48.87158118090356,2.3221812122909378
1309224596320319012,,Entire rental unit,Entire home/apt,290,45,within an hour,100,2,5.0,0.26,Élysée,48.877153,2.3222504
1309267923028220545,,Entire rental unit,Entire home/apt,43,33,within an hour,100,9,4.56,1.11,Élysée,48.873655,2.3067472
1307055083959854928,,Entire rental unit,Entire home/apt,343,7,within an hour,98,42,4.26,4.72,Élysée,48.8770122,2.3175439
1310138867495394016,,Entire rental unit,Entire home/apt,0,26,within an hour,100,3,5.0,0.45,Élysée,48.87587,2.29691
1307884086761976229,,Entire rental unit,Entire home/apt,314,137,within an hour,100,29,4.62,3.41,Élysée,48.872069586256245,2.30491148194774
1310806498332151969,,Entire rental unit,Entire home/apt,361,15,within an hour,100,4,5.0,0.47,Élysée,48.8695841,2.3002065
1311042875630971017,,Entire rental unit,Entire home/apt,90,2,within a few hours,100,14,5.0,1.6,Élysée,48.87275321427457,2.324976325035095
1313040446189580068,,Entire rental unit,Entire home/apt,0,816,within a day,87,0,,,Élysée,48.8659449,2.3046889
1313660429649232916,,Entire rental unit,Entire home/apt,247,191,within an hour,99,9,4.67,1.29,Élysée,48.87609399999999,2.3013993
1312413721541390378,,Entire rental unit,Entire home/apt,94,1,,,1,5.0,0.12,Élysée,48.87358707669801,2.312243523567637
1316470489716405381,,Entire rental unit,Entire home/apt,112,6,within an hour,100,24,4.5,3.19,Élysée,48.8722642,2.3248634
1317136448398919822,,Entire rental unit,Entire home/apt,61,6,within an hour,100,27,4.37,3.48,Élysée,48.87334099315725,2.3241962058966124
1317563310400162858,,Entire rental unit,Entire home/apt,71,1,within an hour,81,9,4.89,1.03,Élysée,48.877349994377695,2.2981967438587225
1317938676577447008,,Entire rental unit,Entire home/apt,179,102,within an hour,100,2,5.0,0.28,Élysée,48.8762312,2.3227262
1325315121866414688,,Entire rental unit,Entire home/apt,345,1,a few days or more,30,5,5.0,0.63,Élysée,48.86549,2.30023
1319453483630703270,,Entire rental unit,Entire home/apt,342,22,within an hour,100,1,4.0,0.3,Élysée,48.87092959566838,2.3107537944613044
1320207239767438775,,Entire rental unit,Entire home/apt,139,69,within an hour,95,0,,,Élysée,48.87509,2.30022
1320223349931787666,,Entire rental unit,Entire home/apt,148,69,within an hour,95,0,,,Élysée,48.87696,2.30096
1320250016766257161,,Entire rental unit,Entire home/apt,150,69,within an hour,95,0,,,Élysée,48.87686,2.30074
1320258810840921315,,Entire rental unit,Entire home/apt,234,1,within an hour,100,43,4.86,5.84,Élysée,48.87062,2.30792
1320263207519651164,,Entire rental unit,Entire home/apt,165,191,within an hour,99,21,4.67,2.65,Élysée,48.87564,2.30401
1320274711298208163,,Entire rental unit,Entire home/apt,240,69,within an hour,95,0,,,Élysée,48.87517,2.30247
1320308926694652703,,Entire rental unit,Entire home/apt,149,69,within an hour,95,2,5.0,0.46,Élysée,48.87726,2.30062
1320310415624536887,,Entire rental unit,Entire home/apt,142,69,within an hour,95,0,,,Élysée,48.8772,2.30092
1320312433000302005,,Entire rental unit,Entire home/apt,247,69,within an hour,95,0,,,Élysée,48.87722,2.30115
1325901618387340126,,Entire rental unit,Entire home/apt,352,1,,,0,,,Élysée,48.878,2.29929
1325906237609102167,,Entire rental unit,Entire home/apt,350,26,within an hour,100,4,3.75,1.35,Élysée,48.87407,2.31002
1323409381525228834,,Entire rental unit,Entire home/apt,365,2,within an hour,96,1,3.0,0.2,Élysée,48.871,2.30512
1323735956346363002,,Entire rental unit,Entire home/apt,312,5,within an hour,98,7,4.29,0.98,Élysée,48.87088,2.31357
1323754562761490527,,Entire rental unit,Entire home/apt,295,2,within an hour,100,4,4.25,0.52,Élysée,48.87434,2.31595
1323786781876906576,,Entire rental unit,Entire home/apt,263,12,within an hour,100,6,5.0,0.71,Élysée,48.87465,2.32559
1327809179099410950,,Entire rental unit,Entire home/apt,349,3,within an hour,100,1,5.0,0.32,Élysée,48.87169,2.31195
1326234956034790379,,Entire rental unit,Entire home/apt,292,41,within an hour,99,0,,,Élysée,48.86761,2.30066
1328074955265919754,,Entire rental unit,Entire home/apt,108,1,within an hour,100,8,4.88,1.13,Élysée,48.87321,2.30331
1328204933748907067,,Entire rental unit,Entire home/apt,321,5,within an hour,98,18,4.33,2.41,Élysée,48.87178,2.32535
1326931694706146306,,Entire rental unit,Entire home/apt,323,1,within an hour,100,39,4.77,5.15,Élysée,48.87371,2.2975
1328239457085041016,,Entire rental unit,Entire home/apt,309,8,within an hour,100,26,4.62,3.55,Élysée,48.8728,2.30367
1329556391302746168,,Entire rental unit,Entire home/apt,61,34,within an hour,100,1,5.0,0.18,Élysée,48.87981,2.32314
1329635755492174173,,Private room in bed and breakfast,Private room,0,3,within an hour,100,0,,,Élysée,48.87229666754863,2.31504299653495
1329906349095728453,,Entire rental unit,Entire home/apt,352,1,a few days or more,25,0,,,Élysée,48.87834,2.30566
1330307038444155050,,Entire rental unit,Entire home/apt,352,44,within an hour,99,2,4.5,0.25,Élysée,48.873348,2.30925
1330790437011371935,,Entire rental unit,Entire home/apt,31,1,within an hour,100,12,5.0,2.29,Élysée,48.87064460000001,2.3103028
1329508482161322762,,Entire rental unit,Entire home/apt,312,13,within an hour,99,15,4.93,2.08,Élysée,48.87113979999999,2.3236099
1334050488134348258,,Entire rental unit,Entire home/apt,139,191,within an hour,99,17,4.82,2.49,Élysée,48.87727,2.30181
1335396831374632569,,Entire rental unit,Entire home/apt,150,191,within an hour,99,21,4.71,3.39,Élysée,48.87526551565653,2.3024792551338327
1335459233506115634,,Entire rental unit,Entire home/apt,142,191,within an hour,99,9,4.89,1.17,Élysée,48.8771059904738,2.3018102109802223
1334627398887708164,,Entire rental unit,Entire home/apt,312,23,within an hour,100,2,4.5,0.37,Élysée,48.88099435829216,2.326852436956097
1335492688471473418,,Entire rental unit,Entire home/apt,0,22,within an hour,100,1,5.0,0.28,Élysée,48.8725321,2.3095619
1335739215971771039,,Entire rental unit,Entire home/apt,135,1,within an hour,100,57,4.79,7.1,Élysée,48.868910033245,2.299441695213318
1335854150310683556,,Entire rental unit,Entire home/apt,347,4,within an hour,100,0,,,Élysée,48.87359,2.29897
1337589015565043605,,Entire rental unit,Entire home/apt,211,4,within an hour,100,26,4.5,3.75,Élysée,48.87586,2.32118
1339900344421667985,,Entire rental unit,Entire home/apt,338,184,within an hour,100,24,4.92,3.23,Élysée,48.8716002,2.3253723
1339946099207182078,,Entire rental unit,Entire home/apt,0,1,within an hour,100,1,4.0,0.27,Élysée,48.87183,2.30845
1340417612493974939,,Entire rental unit,Entire home/apt,340,184,within an hour,100,31,4.84,4.39,Élysée,48.8716002,2.3253723
1340447758766878474,,Entire rental unit,Entire home/apt,0,11,within an hour,100,0,,,Élysée,48.876958,2.299722
1339085987843323388,,Entire rental unit,Entire home/apt,91,1,within a few hours,100,1,5.0,0.37,Élysée,48.87409,2.31134
1339118362019852345,,Entire rental unit,Entire home/apt,240,191,within an hour,99,17,5.0,2.38,Élysée,48.8758739219733,2.300489335602306
1339118897924933226,,Entire rental unit,Entire home/apt,149,191,within an hour,99,14,4.64,1.95,Élysée,48.87609,2.3014
1341275085528150553,,Entire rental unit,Entire home/apt,0,45,within an hour,100,0,,,Élysée,48.8659449,2.3046889
1345682587681539885,,Entire rental unit,Entire home/apt,339,54,within an hour,99,5,4.0,0.88,Élysée,48.87564,2.31715
1345700038781623581,,Entire rental unit,Entire home/apt,281,1,within a few hours,100,2,4.5,1.54,Élysée,48.87621,2.29906
1344407229609536616,,Entire rental unit,Entire home/apt,288,2,within an hour,80,0,,,Élysée,48.872529407745816,2.32248189690666
1343451797935301475,,Entire rental unit,Entire home/apt,230,1,a few days or more,0,0,,,Élysée,48.87681,2.30448
1345597033698920523,,Entire rental unit,Entire home/apt,194,69,within an hour,95,0,,,Élysée,48.87343,2.30626
1347613349063678388,,Entire rental unit,Entire home/apt,334,2,within a few hours,100,11,4.64,2.43,Élysée,48.87552449127895,2.325514139439166
1348653634754828402,,Entire rental unit,Entire home/apt,316,88,within an hour,100,0,,,Élysée,48.87286,2.31706
1349801010920590255,,Entire rental unit,Entire home/apt,330,1,within an hour,100,31,4.39,4.67,Élysée,48.87125,2.31282
1349872315638755063,,Entire rental unit,Entire home/apt,355,1,within an hour,100,17,4.88,2.7,Élysée,48.86813966869705,2.323182547814555
1351333787836932284,,Entire rental unit,Entire home/apt,365,12,within a few hours,75,0,,,Élysée,48.88051,2.31334
1351356107151282312,,Entire rental unit,Entire home/apt,364,12,within a few hours,75,0,,,Élysée,48.8712099775577,2.3074216026527186
1351368525066878264,,Entire rental unit,Entire home/apt,290,4,within an hour,98,11,4.36,1.72,Élysée,48.872864,2.3260456
1349092925856133805,,Entire rental unit,Entire home/apt,61,16,within an hour,100,0,,,Élysée,48.88115,2.32515
1349100945622306529,,Entire rental unit,Entire home/apt,258,16,within an hour,100,31,4.45,4.23,Élysée,48.87212013266111,2.317108892299145
1349170191228278663,,Entire rental unit,Entire home/apt,364,11,,,0,,,Élysée,48.8773644,2.3062334
1349170694791604309,,Entire rental unit,Entire home/apt,364,11,,,0,,,Élysée,48.8753535,2.2977825
1349969719433567839,,Entire rental unit,Entire home/apt,332,121,within an hour,100,10,4.5,1.66,Élysée,48.88174,2.32572
1351524445375614781,,Entire rental unit,Entire home/apt,0,45,within an hour,100,1,5.0,0.27,Élysée,48.872987,2.3074277
1349181155760941853,,Entire rental unit,Entire home/apt,343,11,,,0,,,Élysée,48.8725653,2.304715
1349181912602147520,,Entire rental unit,Entire home/apt,346,11,,,0,,,Élysée,48.8675104,2.3097709
1352096229458621888,,Entire rental unit,Entire home/apt,52,48,within an hour,98,28,4.75,3.89,Élysée,48.874249566510905,2.3040607051065
1349249556225411718,,Entire rental unit,Entire home/apt,170,19,within an hour,98,1,5.0,0.19,Élysée,48.880374257279264,2.325269748809072
1350709835208348628,,Entire rental unit,Entire home/apt,363,12,a few days or more,17,2,5.0,0.57,Élysée,48.88029788668013,2.316859990512942
1353582680235461409,,Entire rental unit,Entire home/apt,365,1,within a few hours,100,2,5.0,0.4,Élysée,48.87503961408821,2.3264189284038856
1354385071797382983,,Entire rental unit,Entire home/apt,10,1,within an hour,100,7,5.0,1.38,Élysée,48.87462,2.29575
1354426278009980392,,Entire rental unit,Entire home/apt,324,3,within an hour,100,14,5.0,2.66,Élysée,48.872256,2.3054685
1354999947860771115,,Entire rental unit,Entire home/apt,69,1,within an hour,75,0,,,Élysée,48.87418003066487,2.299569731962664
1356355978030241489,,Entire rental unit,Entire home/apt,344,135,within an hour,100,16,4.69,2.35,Élysée,48.876465,2.315061
1358758766372326962,,Entire rental unit,Entire home/apt,89,3,within a day,82,2,5.0,0.44,Élysée,48.87271022617822,2.3000201518735937
1356386315729951049,,Entire rental unit,Entire home/apt,285,184,within an hour,100,16,4.31,2.53,Élysée,48.8706045,2.3091347
1358833419629235014,,Private room in rental unit,Private room,306,1,within a few hours,90,16,4.94,3.78,Élysée,48.8777944541097,2.3149303398313013
1355564589418719119,,Entire rental unit,Entire home/apt,276,8,within an hour,100,41,4.98,5.94,Élysée,48.872690561814025,2.303644098902399
1355783860420601144,,Entire rental unit,Entire home/apt,0,44,within an hour,100,0,,,Élysée,48.8725,2.31911
1360683907820984033,,Entire rental unit,Entire home/apt,320,13,within an hour,99,3,5.0,0.54,Élysée,48.8718722,2.3176432
1360683909446312693,,Entire rental unit,Entire home/apt,330,13,within an hour,99,29,4.79,4.35,Élysée,48.87113979999999,2.3236099
1360860117142138693,,Entire rental unit,Entire home/apt,29,77,within a day,100,0,,,Élysée,48.8769273,2.3144461
1358169476898991625,,Entire rental unit,Entire home/apt,39,1,,,4,4.5,0.68,Élysée,48.871118174838266,2.313179961685789
1360164488403976732,,Entire rental unit,Entire home/apt,314,13,within an hour,99,19,4.84,3.22,Élysée,48.87113979999999,2.3236099
1358564944274463304,,Entire rental unit,Entire home/apt,313,4,within an hour,98,9,4.56,1.49,Élysée,48.8718722,2.3176432
1360365221167088717,,Entire rental unit,Entire home/apt,365,14,within an hour,94,3,4.67,0.78,Élysée,48.87208,2.3106
1362210670226127044,,Entire rental unit,Entire home/apt,335,44,within an hour,99,7,4.57,1.31,Élysée,48.87418,2.30781
1364437159178100227,,Entire rental unit,Entire home/apt,347,73,,,7,4.57,2.02,Élysée,48.882224,2.3221157
1361435393190497551,,Entire rental unit,Entire home/apt,332,76,within an hour,100,13,4.85,2.47,Élysée,48.873336,2.3036499
1364448017356446941,,Entire rental unit,Entire home/apt,363,73,,,11,4.27,1.79,Élysée,48.86575,2.3026
1364647881053307736,,Entire rental unit,Entire home/apt,6,10,within an hour,100,15,4.73,2.38,Élysée,48.87683,2.31555
1361613530714497138,,Entire rental unit,Entire home/apt,118,1,within an hour,100,0,,,Élysée,48.8737564,2.3124375
1363026485491366574,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.87909550593275,2.31562240945841
1365081852415604081,,Entire rental unit,Entire home/apt,361,5,within an hour,96,26,4.42,4.04,Élysée,48.8788990948494,2.3048080513777696
1366561277239605936,,Entire rental unit,Entire home/apt,8,52,within a few hours,99,5,4.8,0.98,Élysée,48.8822357,2.3227697
1366570916658384481,,Entire rental unit,Entire home/apt,349,34,within an hour,100,0,,,Élysée,48.87126,2.31641
1365215060036138469,,Entire rental unit,Entire home/apt,57,48,within an hour,98,24,4.67,3.77,Élysée,48.86837,2.30392
1363645068719672089,,Entire rental unit,Entire home/apt,322,8,within an hour,100,25,4.2,5.17,Élysée,48.870833957301485,2.312053833775924
1366746794717675352,,Entire rental unit,Entire home/apt,357,19,within an hour,98,2,3.0,0.74,Élysée,48.87458,2.3057
1365490132765976571,,Entire rental unit,Entire home/apt,354,3,within an hour,100,2,5.0,0.41,Élysée,48.86983,2.302574
1365768408887550162,,Entire rental unit,Entire home/apt,332,4,within an hour,98,9,4.56,1.49,Élysée,48.872864,2.3260456
1367410988415033017,,Entire rental unit,Entire home/apt,361,3,within an hour,100,1,5.0,0.3,Élysée,48.8728937,2.3045043
1365894698486867830,,Entire rental unit,Entire home/apt,77,45,within an hour,94,0,,,Élysée,48.874657019994885,2.30105560011522
1369023483028529289,,Entire rental unit,Entire home/apt,325,10,within an hour,100,30,4.73,4.62,Élysée,48.870783219908525,2.3133251942850346
1369038298082648024,,Private room in rental unit,Private room,362,11,within an hour,100,6,4.83,1.25,Élysée,48.86921,2.30401
1368820883296784519,,Entire rental unit,Entire home/apt,41,1,within an hour,100,18,4.44,2.84,Élysée,48.8725782,2.3019422
1370817156709615180,,Entire rental unit,Entire home/apt,138,70,within an hour,100,0,,,Élysée,48.87091971328636,2.3002843177112133
1370857135134307699,,Entire rental unit,Entire home/apt,318,135,within an hour,100,6,4.83,1.4,Élysée,48.8746581,2.325753
1372419541744619340,,Entire rental unit,Entire home/apt,203,25,within an hour,100,20,5.0,3.59,Élysée,48.8682651,2.303443
1370290257703225891,,Entire rental unit,Entire home/apt,138,147,within a day,88,0,,,Élysée,48.8708,2.3214
1373737960239628837,,Entire rental unit,Entire home/apt,0,1,within an hour,100,15,5.0,2.98,Élysée,48.87019,2.31055
1372568787276872678,,Entire rental unit,Entire home/apt,22,1,within an hour,100,9,4.78,1.47,Élysée,48.87563030579089,2.299436747171715
1372605301732934054,,Entire rental unit,Entire home/apt,87,1,within a day,100,1,5.0,0.24,Élysée,48.87218,2.29818
1373849173478933232,,Entire rental unit,Entire home/apt,303,48,within an hour,100,1,1.0,1.0,Élysée,48.88052813582206,2.3223558747776667
1373159559640718643,,Entire rental unit,Entire home/apt,179,70,within an hour,100,0,,,Élysée,48.86953269557754,2.2989438054475597
1374100844432216299,,Entire rental unit,Entire home/apt,50,8,within an hour,100,9,4.89,1.73,Élysée,48.86919714060063,2.320368976057438
1374453732179603384,,Entire rental unit,Entire home/apt,322,135,within an hour,100,7,5.0,1.17,Élysée,48.8716951,2.3071035
1375480798367389235,,Entire rental unit,Entire home/apt,331,10,within an hour,100,11,4.18,2.0,Élysée,48.86735915363546,2.3080262795914623
1375973583675623158,,Entire rental unit,Entire home/apt,297,9,within an hour,100,5,3.6,1.18,Élysée,48.87212,2.30642
1378326773059411202,,Entire rental unit,Entire home/apt,228,3,within an hour,90,1,5.0,0.59,Élysée,48.87792983957709,2.2999087419648685
1378802496160407195,,Entire rental unit,Entire home/apt,343,1,within a few hours,90,7,4.86,1.42,Élysée,48.87066215689386,2.3100940492181
1379571334510689288,,Entire rental unit,Entire home/apt,74,147,within a day,88,0,,,Élysée,48.87216016835111,2.297924326748765
1378881557964311969,,Entire rental unit,Entire home/apt,348,2,within an hour,100,11,5.0,1.83,Élysée,48.8708098879368,2.310895000482791
1378913383743426318,,Entire rental unit,Entire home/apt,21,1,,,1,4.0,0.32,Élysée,48.88071499342673,2.318690232932568
1378959493211804030,,Entire rental unit,Entire home/apt,281,15,within an hour,100,14,3.93,2.75,Élysée,48.87414,2.3097
1379120788276104515,,Entire rental unit,Entire home/apt,254,3,within a day,60,0,,,Élysée,48.8663107,2.3088617
1380334929721273215,,Entire rental unit,Entire home/apt,147,147,within a day,88,0,,,Élysée,48.8758,2.31707
1383899788003908106,,Entire rental unit,Entire home/apt,61,34,within an hour,100,0,,,Élysée,48.88211,2.32417
1381700547730748725,,Entire rental unit,Entire home/apt,141,1,within an hour,100,6,5.0,1.88,Élysée,48.86969,2.32549
1384674722728984396,,Entire rental unit,Entire home/apt,299,204,within an hour,100,11,4.82,2.21,Élysée,48.87465,2.32559
1384685280171625116,,Entire rental unit,Entire home/apt,354,76,within an hour,100,12,4.33,2.16,Élysée,48.8710619,2.2981447
1382412544742085350,,Entire rental unit,Entire home/apt,290,8,within an hour,100,13,4.77,2.6,Élysée,48.8725,2.30401
1384725823842174017,,Entire rental unit,Entire home/apt,331,27,within an hour,98,0,,,Élysée,48.86842,2.31946
1385480998590416128,,Entire rental unit,Entire home/apt,243,1,,,3,5.0,1.03,Élysée,48.87006824998363,2.30700771526558
1384740523047158644,,Entire rental unit,Entire home/apt,105,34,within an hour,100,1,5.0,0.26,Élysée,48.8721,2.31069
1383139260529478637,,Entire rental unit,Entire home/apt,6,1,within an hour,100,6,5.0,1.2,Élysée,48.87885018516988,2.325748594281482
1386797697225425947,,Entire rental unit,Entire home/apt,77,61,within an hour,100,0,,,Élysée,48.8664084,2.3036914
1386813080125400749,,Entire rental unit,Entire home/apt,351,4,within an hour,98,13,4.85,3.07,Élysée,48.8706045,2.3091347
1386813081122732202,,Entire rental unit,Entire home/apt,332,4,within an hour,98,39,4.95,7.36,Élysée,48.8718722,2.3176432
1386813087869640910,,Entire rental unit,Entire home/apt,304,4,within an hour,98,11,4.91,2.73,Élysée,48.8706045,2.3091347
1386814098503835127,,Entire rental unit,Entire home/apt,321,4,within an hour,98,12,4.92,2.24,Élysée,48.8706045,2.3091347
1389174264983133139,,Private room in rental unit,Private room,232,1,within an hour,100,30,4.87,5.52,Élysée,48.8784748,2.302445000000001
1387166670949043460,,Entire rental unit,Entire home/apt,327,135,within an hour,100,10,4.4,1.84,Élysée,48.8746581,2.325753
1390688203834609616,,Entire rental unit,Entire home/apt,365,4,within a few hours,100,2,5.0,0.54,Élysée,48.87347,2.30083
1391133783308148456,,Entire rental unit,Entire home/apt,326,1,within an hour,100,2,4.0,0.59,Élysée,48.87661,2.30466
1391214386591960722,,Entire rental unit,Entire home/apt,352,26,within an hour,100,5,4.0,1.14,Élysée,48.8714,2.30522
1388305038057638776,,Entire rental unit,Entire home/apt,51,2,within a few hours,100,0,,,Élysée,48.87045535291104,2.303663565169375
1389830590529298762,,Entire rental unit,Entire home/apt,365,12,within a few hours,75,0,,,Élysée,48.87131,2.30723
1394052354894156383,,Entire rental unit,Entire home/apt,23,1,within an hour,100,10,4.9,1.92,Élysée,48.87209,2.32581
1394159381147806092,,Entire rental unit,Entire home/apt,24,1,within an hour,100,3,5.0,0.83,Élysée,48.8726387,2.3238436
1391951502368325751,,Entire rental unit,Entire home/apt,282,184,within an hour,100,10,4.4,2.04,Élysée,48.8650921,2.3010517
1394803026465643936,,Entire rental unit,Entire home/apt,318,1,within an hour,100,26,4.69,5.42,Élysée,48.873261,2.3111361
1394812696321486870,,Entire rental unit,Entire home/apt,331,2,within an hour,100,12,4.75,2.81,Élysée,48.8775644,2.2982881
1394817081066731128,,Entire rental unit,Entire home/apt,318,4,within an hour,100,2,5.0,1.58,Élysée,48.8771662,2.3158826
1396330450220902863,,Entire rental unit,Entire home/apt,331,19,within an hour,98,16,4.88,3.38,Élysée,48.86724,2.30309
1396387604235758391,,Entire rental unit,Entire home/apt,320,184,within an hour,100,2,5.0,0.74,Élysée,48.8713689,2.3121334
1396387989902860865,,Entire rental unit,Entire home/apt,339,184,within an hour,100,1,2.0,0.33,Élysée,48.8713689,2.3121334
1396389240036834367,,Entire rental unit,Entire home/apt,346,184,within an hour,100,0,,,Élysée,48.8713689,2.3121334
1396390826210838877,,Entire rental unit,Entire home/apt,326,184,within an hour,100,2,5.0,0.74,Élysée,48.87137,2.31213
1396392444589680118,,Entire rental unit,Entire home/apt,329,184,within an hour,100,1,5.0,0.4,Élysée,48.8713689,2.3121334
1396659558019507026,,Entire rental unit,Entire home/apt,318,25,within an hour,100,3,5.0,0.83,Élysée,48.86518660000001,2.3092442
1395495513912430783,,Entire rental unit,Entire home/apt,38,24,within an hour,100,16,5.0,3.31,Élysée,48.8741223,2.3182442
1393396763652744201,,Entire rental unit,Entire home/apt,335,4,within an hour,100,6,4.67,1.55,Élysée,48.8771662,2.3158826
1393530112769860110,,Entire rental unit,Entire home/apt,239,7,within an hour,100,5,5.0,1.95,Élysée,48.878137775092384,2.3030110473821934
1395613641844693777,,Entire rental unit,Entire home/apt,241,816,within a day,87,0,,,Élysée,48.8721846,2.3054307
1397090109840457673,,Entire rental unit,Entire home/apt,310,25,within an hour,100,4,4.75,0.79,Élysée,48.8652396,2.3109564
1397814922362607510,,Entire rental unit,Entire home/apt,47,1,within an hour,91,10,4.5,2.56,Élysée,48.87240963672718,2.3230068997749296
1401671273469717003,,Entire rental unit,Entire home/apt,308,25,within an hour,100,15,4.93,3.69,Élysée,48.86518660000001,2.3092442
1401722021399491691,,Entire rental unit,Entire home/apt,351,37,within an hour,99,3,4.0,1.05,Élysée,48.8704177,2.2986728
1402059342656316001,,Entire rental unit,Entire home/apt,365,8,within an hour,100,0,,,Élysée,48.87364015173655,2.3008887469768524
1402253530655787706,,Entire rental unit,Entire home/apt,337,12,within a few hours,100,10,4.6,2.19,Élysée,48.8701388,2.3029922
1400668849062454696,,Entire rental unit,Entire home/apt,282,2,within a few hours,88,4,5.0,1.11,Élysée,48.8714109006299,2.32176796977556
1399253281111652654,,Entire rental unit,Entire home/apt,295,8,within an hour,100,2,3.0,0.62,Élysée,48.8783809,2.2996119
1405776271216085344,,Entire rental unit,Entire home/apt,137,130,within a day,58,0,,,Élysée,48.87364,2.32542
1405806710825526957,,Entire rental unit,Entire home/apt,117,3,within a day,60,0,,,Élysée,48.8663107,2.3088617
1404888316212576405,,Entire rental unit,Entire home/apt,286,8,within an hour,100,24,4.92,5.63,Élysée,48.87243349785977,2.3034597054596118
1406325099404846709,,Entire rental unit,Entire home/apt,290,184,within an hour,100,12,5.0,2.88,Élysée,48.8730562,2.3193203
1406325722563482140,,Entire rental unit,Entire home/apt,324,184,within an hour,100,7,5.0,1.89,Élysée,48.8730562,2.3193203
1406326351770077057,,Entire rental unit,Entire home/apt,304,184,within an hour,100,14,4.86,3.56,Élysée,48.8730562,2.3193203
1406327347472457625,,Entire rental unit,Entire home/apt,306,184,within an hour,100,13,4.92,3.1,Élysée,48.8730562,2.3193203
1407964804767608303,,Entire rental unit,Entire home/apt,41,1,within an hour,100,8,4.63,2.18,Élysée,48.87935,2.32014
1408631772269112650,,Entire rental unit,Entire home/apt,37,1,within a few hours,80,4,5.0,1.4,Élysée,48.88166413802725,2.324251040980806
1405551494962363322,,Private room in rental unit,Private room,364,70,within an hour,100,0,,,Élysée,48.87087,2.30039
1407053512382282489,,Entire rental unit,Entire home/apt,3,6,within an hour,100,3,4.33,1.64,Élysée,48.87425637081567,2.304890613553187
1405581775768107250,,Private room in rental unit,Private room,364,70,within an hour,100,0,,,Élysée,48.87143365604188,2.298550697196331
1405607383551931829,,Entire rental unit,Entire home/apt,364,70,within an hour,100,0,,,Élysée,48.87165788212073,2.29898073939863
1407164458093478631,,Entire rental unit,Entire home/apt,22,1,within an hour,100,0,,,Élysée,48.87906,2.3244
1409187948568513278,,Entire rental unit,Entire home/apt,137,25,within an hour,100,0,,,Élysée,48.87300321539945,2.312336227642225
1405644259147443231,,Entire rental unit,Entire home/apt,364,70,within an hour,100,0,,,Élysée,48.8694222301689,2.2997840533657565
1407259942273337661,,Entire rental unit,Entire home/apt,284,10,within an hour,98,10,4.9,2.21,Élysée,48.8743432,2.315953
1409524131690461584,,Entire rental unit,Entire home/apt,32,7,within an hour,100,2,5.0,0.53,Élysée,48.874034242905466,2.3136241671473656
1409894133445344030,,Entire rental unit,Entire home/apt,364,70,within an hour,100,0,,,Élysée,48.87021941342071,2.304164021308392
1409907099664417248,,Entire rental unit,Entire home/apt,347,44,within an hour,99,0,,,Élysée,48.8740367,2.3211636
