id,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,reviews_per_month,neighbourhood_cleansed,latitude,longitude
2871271,,Entire rental unit,Entire home/apt,96,1,within an hour,100,299,4.62,2.2,Élysée,48.87933,2.31491
2785692,,Private room in tiny home,Private room,176,1,,,15,4.8,0.2,Élysée,48.88045,2.31161
2892435,,Entire rental unit,Entire home/apt,299,2,within an hour,100,527,4.85,3.82,Élysée,48.87046,2.31129
3015969,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.873,2.30406
3126320,,Entire rental unit,Entire home/apt,53,1,,,20,4.9,0.15,Élysée,48.87983,2.31621
3199889,,Entire rental unit,Entire home/apt,0,2,,,0,,,Élysée,48.8741,2.30664
3139351,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8706,2.30615
22158,,Private room in rental unit,Private room,76,1,within a few hours,100,120,4.94,0.77,Élysée,48.87039,2.32273
48592,,Entire rental unit,Entire home/apt,300,102,within a day,53,43,4.35,0.29,Élysée,48.87341,2.30778
55239,,Entire rental unit,Entire home/apt,336,2,within a few hours,100,22,5.0,0.14,Élysée,48.8726,2.31477
171159,,Entire rental unit,Entire home/apt,325,1,within an hour,100,506,4.31,2.95,Élysée,48.87573,2.32662
348747,,Entire rental unit,Entire home/apt,120,1,within an hour,100,218,4.88,1.55,Élysée,48.883,2.3263
243040,,Entire rental unit,Entire home/apt,0,2,,,52,4.45,0.31,Élysée,48.87114,2.32606
108591,,Entire rental unit,Entire home/apt,286,2,within an hour,100,34,5.0,0.29,Élysée,48.8742,2.297
270067,,Entire rental unit,Entire home/apt,192,1,within an hour,100,53,4.98,0.35,Élysée,48.87241,2.31465
536347,,Entire condo,Entire home/apt,331,1,within a few hours,100,40,4.72,0.25,Élysée,48.8702,2.32368
763958,,Private room in rental unit,Private room,204,1,within an hour,100,208,4.84,1.37,Élysée,48.87588,2.32375
893684,,Entire rental unit,Entire home/apt,11,1,within a day,100,147,4.96,0.97,Élysée,48.87355,2.31135
845652,,Entire rental unit,Entire home/apt,0,1,,,3,5.0,0.02,Élysée,48.87458,2.32298
782257,,Entire rental unit,Entire home/apt,0,2,,,58,4.43,0.42,Élysée,48.87326,2.30673
1005600,,Entire rental unit,Entire home/apt,127,1,a few days or more,0,175,4.78,1.18,Élysée,48.87467,2.31912
886735,,Entire rental unit,Entire home/apt,88,1,,,18,4.28,0.12,Élysée,48.87436,2.30786
1036684,,Entire rental unit,Entire home/apt,0,1,,,24,4.5,0.18,Élysée,48.86954,2.30992
1057854,,Entire rental unit,Entire home/apt,55,1,a few days or more,0,67,4.67,0.48,Élysée,48.87268,2.32287
1218817,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.02,Élysée,48.88122,2.32534
1137844,,Entire rental unit,Entire home/apt,362,1,,,0,,,Élysée,48.87223,2.3125
1301263,,Entire rental unit,Entire home/apt,0,1,,,5,5.0,0.04,Élysée,48.87291,2.32183
1192253,,Entire rental unit,Entire home/apt,285,1,,,12,4.75,0.08,Élysée,48.88141,2.32404
1329018,,Private room in rental unit,Private room,199,3,within an hour,100,277,4.88,1.91,Élysée,48.87468,2.3061
1336131,,Entire townhouse,Entire home/apt,76,1,,,14,4.36,0.16,Élysée,48.87815,2.31613
1353338,,Entire rental unit,Entire home/apt,358,1,,,3,4.33,0.03,Élysée,48.88251,2.32664
1359986,,Entire rental unit,Entire home/apt,345,2,within an hour,100,79,4.88,0.54,Élysée,48.87286,2.31624
1363359,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8738,2.29991
1550642,,Entire rental unit,Entire home/apt,0,1,,,34,4.34,0.23,Élysée,48.86727,2.30873
1670507,,Castle,Entire home/apt,325,1,within a few hours,100,18,4.83,1.14,Élysée,48.86441265893959,2.316204610620112
1448260,,Entire rental unit,Entire home/apt,315,1,within a day,100,8,4.88,0.5,Élysée,48.88122647195682,2.318588289927572
1785028,,Entire rental unit,Entire home/apt,334,1,within a few hours,100,142,4.65,0.98,Élysée,48.86759948730469,2.302125930786133
1983291,,Entire rental unit,Entire home/apt,0,1,,,37,4.7,0.28,Élysée,48.88172,2.3238
2050473,,Entire rental unit,Entire home/apt,365,1,within a day,50,2,4.5,0.01,Élysée,48.87603,2.29678
1892591,,Entire rental unit,Entire home/apt,239,1,within an hour,100,18,4.83,0.13,Élysée,48.87253,2.32271
2162251,,Entire rental unit,Entire home/apt,340,5,within an hour,100,234,4.82,1.87,Élysée,48.87284,2.31504
2488505,,Private room in rental unit,Private room,344,8,within an hour,99,109,4.66,0.78,Élysée,48.86994,2.31712
2384250,,Entire rental unit,Entire home/apt,364,2,within a few hours,80,11,4.91,0.08,Élysée,48.86728,2.30474
2527936,,Entire rental unit,Entire home/apt,241,1,within a few hours,67,17,4.53,0.12,Élysée,48.87758,2.30122
2615923,,Entire rental unit,Entire home/apt,360,1,within an hour,100,231,4.72,1.66,Élysée,48.87741,2.30975
2415284,,Entire rental unit,Entire home/apt,351,1,within a few hours,67,59,4.83,0.43,Élysée,48.88152,2.32262
2579897,,Entire rental unit,Entire home/apt,365,2,a few days or more,0,33,4.52,0.24,Élysée,48.87732,2.32673
2678065,,Entire rental unit,Entire home/apt,80,1,within an hour,100,166,4.73,1.21,Élysée,48.8712,2.30294
3269034,,Entire loft,Entire home/apt,37,1,a few days or more,0,58,4.66,0.5,Élysée,48.87276,2.30678
3292824,,Entire rental unit,Entire home/apt,0,1,,,3,4.33,0.03,Élysée,48.86945,2.3246
3369673,,Entire rental unit,Entire home/apt,160,1,,,80,4.96,0.61,Élysée,48.87638,2.29739
3385662,,Private room in rental unit,Private room,339,2,within an hour,100,62,5.0,0.46,Élysée,48.87336,2.31537
3467111,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8821,2.32255
3483434,,Private room in rental unit,Private room,0,1,,,3,4.33,0.02,Élysée,48.8815,2.32633
3421149,,Entire rental unit,Entire home/apt,21,1,within an hour,100,87,4.87,0.76,Élysée,48.88055,2.32667
3492606,,Entire rental unit,Entire home/apt,23,1,within a day,100,116,4.97,0.87,Élysée,48.87129,2.32306
3493067,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.8826,2.32629
3597324,,Private room in rental unit,Private room,166,1,within an hour,100,458,4.94,3.97,Élysée,48.87283,2.32635
3626136,,Entire rental unit,Entire home/apt,177,1,within an hour,100,35,5.0,1.38,Élysée,48.87948789075725,2.3178024911543464
3661319,,Entire rental unit,Entire home/apt,0,1,,,5,5.0,0.04,Élysée,48.87592,2.32294
3838884,,Entire rental unit,Entire home/apt,280,2,within a few hours,100,24,4.63,0.18,Élysée,48.8746498167612,2.303931951522813
3891859,,Private room in rental unit,Private room,361,1,within an hour,100,372,4.83,2.81,Élysée,48.88088,2.31765
4008153,,Entire rental unit,Entire home/apt,5,1,,,199,4.94,1.5,Élysée,48.8738,2.31638
4028720,,Entire rental unit,Entire home/apt,270,1,within a few hours,100,123,4.92,0.92,Élysée,48.87778305850565,2.302638450246904
4195472,,Entire rental unit,Entire home/apt,0,1,,,53,4.74,0.42,Élysée,48.8798,2.31998
4327237,,Entire rental unit,Entire home/apt,207,1,within an hour,100,114,4.78,0.86,Élysée,48.88009,2.31599
4073301,,Entire rental unit,Entire home/apt,0,1,,,12,4.83,0.09,Élysée,48.87156,2.30878
4421966,,Boat,Entire home/apt,216,1,within a few hours,100,248,4.67,1.88,Élysée,48.86487,2.3208
4155299,,Entire rental unit,Entire home/apt,226,1,,,65,4.89,0.55,Élysée,48.88038,2.32591
4555353,,Entire rental unit,Entire home/apt,0,1,,,10,4.7,0.08,Élysée,48.881,2.32383
4674903,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87315,2.31438
4574708,,Private room in bed and breakfast,Private room,133,1,within an hour,100,272,4.77,2.08,Élysée,48.87886,2.32666
4696099,,Entire rental unit,Entire home/apt,0,1,,,2,5.0,0.02,Élysée,48.87403,2.30195
4697300,,Entire rental unit,Entire home/apt,364,1,a few days or more,0,3,5.0,0.03,Élysée,48.88012,2.31974
4602936,,Entire rental unit,Entire home/apt,99,1,,,59,4.85,1.32,Élysée,48.87065,2.31583
4770319,,Entire rental unit,Entire home/apt,0,1,,,19,4.37,0.16,Élysée,48.87553,2.31497
4656901,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87278,2.31142
4806693,,Entire rental unit,Entire home/apt,0,2,,,0,,,Élysée,48.87426,2.30715
4947623,,Entire rental unit,Entire home/apt,16,1,within an hour,100,11,4.91,1.26,Élysée,48.88074009703472,2.3267354183780955
5266569,,Entire rental unit,Entire home/apt,362,1,within a few hours,80,148,4.88,1.16,Élysée,48.87105,2.31188
5416267,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87243,2.32299
5506550,,Entire rental unit,Entire home/apt,199,1,within a few hours,90,86,4.9,0.67,Élysée,48.87216,2.29658
5743007,,Entire rental unit,Entire home/apt,196,1,within a day,60,17,4.82,0.13,Élysée,48.8699951171875,2.3084380626678467
5745576,,Entire rental unit,Entire home/apt,10,1,,,16,4.75,0.13,Élysée,48.882217610654486,2.323659420013424
5853836,,Entire rental unit,Entire home/apt,0,68,within an hour,99,88,4.47,0.69,Élysée,48.87983,2.31391
6136342,,Entire rental unit,Entire home/apt,358,1,,,11,4.82,0.09,Élysée,48.87575,2.32019
5987705,,Entire rental unit,Entire home/apt,346,5,within an hour,100,103,4.92,0.82,Élysée,48.87717,2.30182
6197994,,Entire rental unit,Entire home/apt,0,1,,,12,4.92,0.1,Élysée,48.87515,2.30672
6211581,,Entire rental unit,Entire home/apt,247,1,within an hour,100,135,4.73,1.08,Élysée,48.87487,2.31485
6260716,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.87373,2.32665
6307603,,Entire rental unit,Entire home/apt,227,1,within a day,90,41,4.98,0.33,Élysée,48.87508,2.30903
6454645,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87972,2.31715
6608686,,Entire rental unit,Entire home/apt,2,3,within a few hours,100,25,4.52,0.2,Élysée,48.88182,2.32474
6631831,,Entire rental unit,Entire home/apt,0,1,,,16,4.94,0.13,Élysée,48.87884,2.31952
6725364,,Entire rental unit,Entire home/apt,2,1,within an hour,100,48,4.83,0.39,Élysée,48.87255328187113,2.3204939636017774
6736599,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88161,2.3247
6764772,,Entire rental unit,Entire home/apt,0,1,,,30,4.93,0.31,Élysée,48.88165,2.31954
6746746,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.8734,2.31664
6668409,,Entire rental unit,Entire home/apt,0,12,,,32,4.47,0.26,Élysée,48.8703,2.30954
6675025,,Entire rental unit,Entire home/apt,0,12,,,95,4.53,0.77,Élysée,48.87159,2.30785
6919917,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87648,2.30686
6921651,,Entire rental unit,Entire home/apt,214,5,within an hour,100,752,4.86,6.08,Élysée,48.87049,2.31828
6826858,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87958,2.3148
6967533,,Entire loft,Entire home/apt,0,1,,,10,4.0,0.08,Élysée,48.88021,2.31593
6990972,,Entire rental unit,Entire home/apt,0,1,,,11,4.91,0.1,Élysée,48.87931,2.31965
7001191,,Entire rental unit,Entire home/apt,363,1,,,11,4.18,0.09,Élysée,48.87759,2.30089
7048241,,Entire rental unit,Entire home/apt,0,1,,,1,4.0,0.01,Élysée,48.88251,2.32466
7067193,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87428,2.30867
7126716,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87315,2.30666
7155575,,Entire rental unit,Entire home/apt,358,1,,,0,,,Élysée,48.87664,2.31753
7161589,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.86763,2.324
7272144,,Entire condo,Entire home/apt,0,1,within a few hours,100,18,5.0,0.15,Élysée,48.87829,2.31211
7296933,,Entire rental unit,Entire home/apt,254,1,,,119,4.97,1.24,Élysée,48.87724,2.31433
7299888,,Entire rental unit,Entire home/apt,331,68,within an hour,99,28,4.61,0.24,Élysée,48.87024,2.32236
7334194,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87898497496502,2.32601227651458
7267594,,Entire rental unit,Entire home/apt,46,1,within an hour,100,131,4.47,1.06,Élysée,48.87433,2.29977
7395948,,Entire rental unit,Entire home/apt,0,1,,,4,4.75,0.03,Élysée,48.87955,2.31876
7398532,,Entire rental unit,Entire home/apt,1,1,within an hour,100,210,4.87,1.72,Élysée,48.87865,2.32633
7457368,,Entire rental unit,Entire home/apt,364,1,a few days or more,0,0,,,Élysée,48.87392,2.31482
7560324,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87677,2.3256
7644798,,Entire rental unit,Entire home/apt,0,2,,,0,,,Élysée,48.87931,2.3041
7658875,,Entire rental unit,Entire home/apt,306,1,within a day,90,15,4.87,0.15,Élysée,48.8813651335088,2.316862365071672
7599950,,Entire rental unit,Entire home/apt,7,1,within an hour,100,590,4.4,4.89,Élysée,48.87784,2.31977
7677111,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87737,2.31728
7607605,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88215,2.32447
7624293,,Entire rental unit,Entire home/apt,0,1,,,2,4.5,0.02,Élysée,48.87008,2.31135
7686703,,Entire rental unit,Entire home/apt,0,2,,,4,4.5,0.03,Élysée,48.86692,2.32358
7890896,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8691,2.31108
7707109,,Entire rental unit,Entire home/apt,324,68,within an hour,99,83,4.58,0.7,Élysée,48.87315,2.32042
7869412,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88019,2.32407
8097866,,Entire rental unit,Entire home/apt,230,1,within an hour,100,318,4.76,2.63,Élysée,48.87986,2.31654
8008610,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87583,2.3245
8280416,,Private room in rental unit,Private room,0,1,,,1,5.0,0.01,Élysée,48.87859,2.32678
8143461,,Entire rental unit,Entire home/apt,338,102,within a day,53,16,4.5,0.15,Élysée,48.87493,2.32014
8356404,,Entire rental unit,Entire home/apt,279,1,,,28,4.71,0.26,Élysée,48.872501373291016,2.309398889541626
8626791,,Private room in rental unit,Private room,362,1,within a day,100,64,4.8,0.56,Élysée,48.87676,2.32204
8747930,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8725,2.31073
9003857,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87584,2.29853
8929766,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88203,2.32297
8978922,,Entire rental unit,Entire home/apt,45,74,within a day,58,3,4.0,0.03,Élysée,48.87253,2.31359
9093970,,Private room in condo,Private room,0,1,within an hour,100,313,4.91,2.62,Élysée,48.87916,2.32104
9100637,,Entire rental unit,Entire home/apt,0,1,,,55,4.95,0.46,Élysée,48.87185,2.30378
9164152,,Entire loft,Entire home/apt,0,1,,,3,5.0,0.03,Élysée,48.87801,2.29926
9191486,,Entire rental unit,Entire home/apt,254,1,,,20,4.9,0.17,Élysée,48.87658,2.29821
9323943,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88195,2.32642
9521230,,Entire rental unit,Entire home/apt,73,1,within an hour,100,12,5.0,0.18,Élysée,48.87703,2.31582
9835653,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87764,2.30198
9850431,,Entire rental unit,Entire home/apt,65,41,within an hour,99,51,4.75,0.47,Élysée,48.8701,2.29984
9628436,,Entire rental unit,Entire home/apt,0,1,,,2,4.0,0.02,Élysée,48.87422,2.29602
9884091,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.86555,2.30459
9786323,,Entire rental unit,Entire home/apt,0,1,,,17,4.76,0.19,Élysée,48.87613,2.32319
9952351,,Entire rental unit,Entire home/apt,0,1,,,62,4.69,0.52,Élysée,48.87241,2.31241
10308241,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87229,2.31261
10315266,,Entire rental unit,Entire home/apt,243,1,within an hour,90,12,4.67,0.5,Élysée,48.878920520839074,2.3207474074629912
9990052,,Entire rental unit,Entire home/apt,269,2,within an hour,100,455,4.57,3.87,Élysée,48.87096,2.30338
10330977,,Entire rental unit,Entire home/apt,363,1,within an hour,100,26,4.62,0.23,Élysée,48.87192,2.30285
10007224,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87145,2.32069
10009143,,Entire rental unit,Entire home/apt,315,1,,,18,5.0,0.17,Élysée,48.87481,2.3159
10177415,,Entire rental unit,Entire home/apt,334,1,within an hour,100,188,4.74,1.67,Élysée,48.87385,2.29991
10187638,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87618,2.319
10049291,,Entire rental unit,Entire home/apt,152,141,within an hour,100,96,4.02,0.83,Élysée,48.87178,2.30671
10461161,,Entire rental unit,Entire home/apt,0,1,a few days or more,20,14,4.64,0.12,Élysée,48.86915,2.30256
10266213,,Entire rental unit,Entire home/apt,0,1,,,2,5.0,0.02,Élysée,48.88133,2.32577
10534837,,Private room in guest suite,Private room,231,1,within an hour,100,183,4.84,1.68,Élysée,48.87067,2.30114
10777269,,Private room in rental unit,Private room,0,1,,,300,4.48,2.58,Élysée,48.87508,2.30891
10640909,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88072,2.32231
10930100,,Entire rental unit,Entire home/apt,269,6,within a few hours,67,13,4.15,0.12,Élysée,48.86967,2.32312
11076926,,Private room in condo,Private room,253,1,within an hour,100,146,4.72,1.25,Élysée,48.87358,2.31128
11195250,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87439,2.30463
11254840,,Entire rental unit,Entire home/apt,0,2,,,20,5.0,0.17,Élysée,48.88294,2.32491
11436236,,Entire rental unit,Entire home/apt,243,2,within an hour,100,499,4.66,4.33,Élysée,48.86992,2.3024
11559006,,Entire rental unit,Entire home/apt,74,1,within a day,67,23,4.96,0.22,Élysée,48.87225,2.31247
11450917,,Entire rental unit,Entire home/apt,336,2,within an hour,100,140,4.74,1.25,Élysée,48.87678,2.2994
12086068,,Entire rental unit,Entire home/apt,56,1,,,46,4.67,0.4,Élysée,48.87292,2.31699
12087891,,Entire rental unit,Entire home/apt,167,1,within a few hours,100,54,4.83,0.48,Élysée,48.88031,2.32694
11895850,,Entire rental unit,Entire home/apt,241,2,a few days or more,25,7,4.86,0.06,Élysée,48.86921,2.29974
12196813,,Entire rental unit,Entire home/apt,364,1,within an hour,100,200,4.68,1.76,Élysée,48.86885,2.31403
12198163,,Entire rental unit,Entire home/apt,0,1,,,1,4.0,0.01,Élysée,48.87176,2.32448
12217315,,Entire rental unit,Entire home/apt,353,11,a few days or more,6,5,4.6,0.04,Élysée,48.87147,2.30743
12237327,,Entire rental unit,Entire home/apt,82,1,within a few hours,100,37,4.97,0.33,Élysée,48.87195,2.32626
12264956,,Entire rental unit,Entire home/apt,325,1,within a few hours,100,72,4.9,0.65,Élysée,48.86711,2.30962
12575495,,Entire rental unit,Entire home/apt,358,1,,,5,5.0,0.04,Élysée,48.87952,2.30603
12461590,,Private room in rental unit,Private room,0,1,,,4,4.75,0.05,Élysée,48.88072,2.31899
12490398,,Entire rental unit,Entire home/apt,20,4,within an hour,100,21,4.67,0.19,Élysée,48.87256,2.30756
12593463,,Entire rental unit,Entire home/apt,346,1,,,206,4.54,1.81,Élysée,48.87466,2.30069
12666900,,Entire rental unit,Entire home/apt,0,1,,,30,4.83,0.27,Élysée,48.86749,2.30813
12505796,,Entire rental unit,Entire home/apt,365,1,,,59,4.81,0.53,Élysée,48.87392,2.31547
12682231,,Entire rental unit,Entire home/apt,364,1,,,15,4.27,0.21,Élysée,48.87251,2.3008
12661406,,Entire rental unit,Entire home/apt,0,1,within an hour,100,68,4.82,0.6,Élysée,48.87197,2.30819
12925207,,Private room in rental unit,Private room,0,1,,,25,4.8,0.22,Élysée,48.87294,2.32323
12826279,,Entire condo,Entire home/apt,141,1,within an hour,100,3,5.0,0.03,Élysée,48.87552,2.31561
12845041,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87969,2.31908
13050861,,Entire rental unit,Entire home/apt,0,1,,,15,4.53,0.13,Élysée,48.87853,2.3031
13051365,,Entire rental unit,Entire home/apt,313,1,within an hour,100,203,4.94,1.8,Élysée,48.87322,2.31385
13053546,,Entire loft,Entire home/apt,0,1,,,0,,,Élysée,48.87062,2.32271
13253141,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88164,2.32703
13275499,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87685,2.29764
13181865,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87435,2.30627
13257209,,Entire rental unit,Entire home/apt,11,1,,,8,4.5,0.07,Élysée,48.88014,2.32377
13293072,,Private room in rental unit,Private room,0,1,,,1,5.0,0.01,Élysée,48.88147,2.32677
13262896,,Entire rental unit,Entire home/apt,360,11,a few days or more,6,5,3.8,0.04,Élysée,48.8715,2.30861
13295529,,Entire rental unit,Entire home/apt,362,1,within a day,50,128,4.76,1.14,Élysée,48.87165,2.30358
13365316,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87946,2.31831
13389863,,Entire rental unit,Entire home/apt,14,2,,,0,,,Élysée,48.87444,2.30618
13344259,,Entire rental unit,Entire home/apt,332,36,within an hour,100,190,4.53,1.69,Élysée,48.87391,2.31431
13519930,,Entire rental unit,Entire home/apt,138,1,within an hour,100,128,4.88,1.16,Élysée,48.87077,2.3117
13600836,,Entire rental unit,Entire home/apt,0,1,,,2,4.5,0.02,Élysée,48.88133,2.32265
13602090,,Entire rental unit,Entire home/apt,88,19,within an hour,100,410,4.87,3.74,Élysée,48.86662,2.30371
13705258,,Entire rental unit,Entire home/apt,107,1,within an hour,83,46,4.89,0.41,Élysée,48.88314,2.32604
13713039,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87262,2.32647
13586390,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87389,2.30162
13658730,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.8766,2.30331
13736006,,Entire rental unit,Entire home/apt,0,1,,,10,4.5,0.09,Élysée,48.8825,2.32245
13756206,,Entire rental unit,Entire home/apt,70,1,within an hour,100,33,4.79,1.94,Élysée,48.87859,2.31675
13872071,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8802,2.31887
13813405,,Entire rental unit,Entire home/apt,0,1,,,7,4.14,0.06,Élysée,48.87934,2.32421
13956913,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88069,2.32527
13989978,,Entire rental unit,Entire home/apt,356,1,within a few hours,100,71,4.66,0.65,Élysée,48.87637,2.30077
14193443,,Entire rental unit,Entire home/apt,0,6,,,35,4.63,0.32,Élysée,48.88181,2.32376
14230902,,Entire rental unit,Entire home/apt,317,13,within an hour,100,51,4.78,0.46,Élysée,48.8758,2.32293
14114356,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.87074,2.31054
14275153,,Entire rental unit,Entire home/apt,82,1,within a few hours,100,60,4.97,0.55,Élysée,48.87524,2.29784
14173173,,Entire rental unit,Entire home/apt,0,1,,,3,4.67,0.03,Élysée,48.88114,2.32556
14066049,,Entire rental unit,Entire home/apt,0,1,,,9,4.78,0.08,Élysée,48.88085,2.31701
14175814,,Entire rental unit,Entire home/apt,265,1,,,2,5.0,0.16,Élysée,48.87162,2.32295
14178982,,Entire rental unit,Entire home/apt,0,1,,,20,4.85,0.18,Élysée,48.87266,2.31673
14358983,,Entire rental unit,Entire home/apt,305,1,within an hour,100,72,4.89,0.69,Élysée,48.86622,2.30627
14628856,,Private room in rental unit,Private room,0,2,,,9,5.0,0.11,Élysée,48.88266,2.32511
14753339,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.86987,2.30077
14540984,,Entire rental unit,Entire home/apt,281,1,within an hour,100,192,4.77,1.76,Élysée,48.87559,2.31905
14791770,,Entire rental unit,Entire home/apt,215,1,within an hour,100,43,4.6,0.39,Élysée,48.8713,2.31318
14574055,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.87239,2.30413
15013954,,Entire rental unit,Entire home/apt,0,1,,,40,4.73,0.37,Élysée,48.87485,2.29672
15107916,,Entire rental unit,Entire home/apt,17,1,within a day,100,36,4.89,1.5,Élysée,48.87615072833637,2.3044798190763043
15110831,,Entire rental unit,Entire home/apt,170,3,within an hour,100,33,4.61,0.3,Élysée,48.87123,2.32469
14852046,,Entire rental unit,Entire home/apt,363,1,within a few hours,100,19,4.95,0.17,Élysée,48.87648,2.30534
15131768,,Entire rental unit,Entire home/apt,287,25,within a day,64,0,,,Élysée,48.87289,2.30782
15593539,,Entire rental unit,Entire home/apt,28,19,within an hour,100,312,4.83,3.66,Élysée,48.86662,2.30371
15281334,,Entire rental unit,Entire home/apt,281,1,within a day,60,12,4.5,0.68,Élysée,48.8699968,2.3107555
15637733,,Entire rental unit,Entire home/apt,196,1,,,89,4.98,0.83,Élysée,48.88043,2.31589
15646678,,Entire rental unit,Entire home/apt,0,1,,,2,4.5,0.02,Élysée,48.87116,2.3118
15462775,,Entire rental unit,Entire home/apt,252,1,within a few hours,100,67,4.97,0.62,Élysée,48.87139272812901,2.303544895918109
15673624,,Entire rental unit,Entire home/apt,0,1,,,35,4.69,0.33,Élysée,48.86637,2.30919
15487716,,Entire serviced apartment,Entire home/apt,0,3,,,39,4.41,0.36,Élysée,48.87513,2.3047
16021074,,Entire rental unit,Entire home/apt,358,1,,,0,,,Élysée,48.87212792280855,2.3020436310900245
15881622,,Entire rental unit,Entire home/apt,174,19,within an hour,98,22,4.91,0.21,Élysée,48.87222,2.31741
15899428,,Entire rental unit,Entire home/apt,0,1,,,4,4.75,0.04,Élysée,48.88069,2.31705
16045277,,Entire rental unit,Entire home/apt,109,1,within a few hours,100,38,4.87,0.36,Élysée,48.88156,2.32531
16219495,,Entire rental unit,Entire home/apt,0,1,,,33,4.36,0.31,Élysée,48.87442,2.30751
16331783,,Entire rental unit,Entire home/apt,343,2,within a few hours,100,120,4.48,1.13,Élysée,48.87479094551512,2.3038890361785747
16433885,,Entire rental unit,Entire home/apt,294,26,within an hour,100,37,4.54,0.48,Élysée,48.87558,2.32274
16539736,,Private room in rental unit,Private room,0,1,,,0,,,Élysée,48.87306,2.29916
17118376,,Entire rental unit,Entire home/apt,162,1,,,7,4.86,0.07,Élysée,48.87606,2.31269
17369914,,Entire rental unit,Entire home/apt,0,1,,,21,4.76,0.21,Élysée,48.86768,2.29973
17548344,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.8737,2.31038
17477446,,Entire rental unit,Entire home/apt,365,1,within an hour,100,58,4.97,0.56,Élysée,48.869555,2.301328
17746348,,Entire loft,Entire home/apt,211,1,within an hour,100,268,4.99,2.64,Élysée,48.87365,2.3079
17510295,,Entire rental unit,Entire home/apt,312,26,within an hour,100,93,4.55,0.9,Élysée,48.87558,2.32274
17760915,,Room in hotel,Private room,0,4,,,7,4.43,0.08,Élysée,48.86961,2.32221
17769356,,Entire rental unit,Entire home/apt,335,1,within a few hours,100,10,4.2,0.13,Élysée,48.87402,2.32514
17784695,,Private room in rental unit,Private room,0,1,,,67,4.85,0.66,Élysée,48.87219,2.31582
17874094,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87188,2.30462
